mainlocation,sublocation,neighborhood,frontage,purpose,size,streetwidth,pricepermeter
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,760 ,15 ,680 
الرياض,شمال الرياض,حي العقيق,شمال غربي,سكني,660 ,35 ,3500 
الرياض,شرق الرياض,حي المونسية,جنوب,سكني,600 ,30 ,3000 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,455 ,15 ,3600 
الرياض,وسط الرياض,حي الربوة,4 شوارع,غير محدد,4200 ,15 ,2800 
الرياض,شمال الرياض,حي المحمدية,شرق,سكني,600 ,20 ,4800 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,625 ,15 ,1900 
الرياض,شرق الرياض,حي قرطبة,شمال,سكني,750 ,15 ,3000 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,902 ,15 ,5500 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3780 ,15 ,4300 
الرياض,شرق الرياض,حي المونسية,غرب,غير محدد,625 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,4200 
الرياض,شرق الرياض,حي الخليج,جنوب,سكني,840 ,15 ,2250 
الرياض,شمال الرياض,حي حطين,شرق,سكني,1350 ,60 ,3500 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,1175 ,غير محدد,3500 
الرياض,شرق الرياض,حي الخليج,شرق,تجاري,780 ,30 ,2550 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,9660 ,25 ,3500 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,غير محدد,1944 ,36 ,2800 
الرياض,شمال الرياض,حي العارض,غرب,سكني,400 ,20 ,2600 
الرياض,شمال الرياض,حي حطين,غرب,سكني,960 ,15 ,3900 
الرياض,شمال الرياض,حي النرجس,جنوب,غير محدد,450 ,20 ,2600 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3600 
الرياض,شمال الرياض,حي القيروان,جنوب شرقي,غير محدد,350 ,15 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,375 ,15 ,750 
الرياض,شمال الرياض,حي العارض,شرق,تجاري,3750 ,60 ,4500 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,14208 ,28 ,4300 
الرياض,شمال الرياض,حي حطين,شرق,سكني,674 ,15 ,4500 
الرياض,غرب الرياض,حي عرقة,شمال,سكني,693 ,16 ,2650 
الرياض,شمال الرياض,حي الملقا,3 شوارع,تجاري,4856 ,100 ,5000 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي الوادي,جنوب شرقي,سكني أو تجاري,6960 ,36 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,3292 ,25 ,3850 
الرياض,شرق الرياض,حي المونسية,شرق,سكني,312 ,15 ,2850 
الرياض,غرب الرياض,حي الحزم,شرق,سكني,2806 ,20 ,1500 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني أو تجاري,980 ,36 ,1850 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,تجاري,750 ,30 ,2800 
الرياض,وسط الرياض,حي الضباط,شمال غربي,سكني أو تجاري,650 ,15 ,2500 
الرياض,غرب الرياض,حي الخزامى,جنوب غربي,سكني,4400 ,20 ,4200 
الرياض,شمال الرياض,حي حطين,شمال,سكني,450 ,20 ,4200 
الرياض,شمال الرياض,حي العارض,جنوب غربي,سكني,565 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,875 ,25 ,4400 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,500 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1475 ,20 ,2900 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,702 ,15 ,3300 
الرياض,غرب الرياض,حي ظهرة لبن,شرق,تجاري,900 ,40 ,2222 
الرياض,غرب الرياض,حي طويق,4 شوارع,سكني أو تجاري,5400 ,غير محدد,1700 
الرياض,غرب الرياض,حي السويدي,غرب,سكني,10000 ,10 ,700 
الرياض,جنوب الرياض,حي الحائر,شمال,غير محدد,600 ,30 ,125 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1650 ,25 ,4200 
الرياض,شرق الرياض,حي المونسية,جنوب,غير محدد,725 ,35 ,2900 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,420 ,20 ,4050 
الرياض,شمال الرياض,حي الوادي,شرق,سكني,525 ,15 ,2500 
الرياض,شرق الرياض,حي الروضة,جنوب,سكني,899 ,20 ,2500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,390 ,15 ,3000 
الرياض,شمال الرياض,حي الصحافة,شمال غربي,تجاري,925 ,40 ,8000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,375 ,20 ,3500 
الرياض,غرب الرياض,حي المهدية,جنوب,سكني,375 ,20 ,1600 
الرياض,غرب الرياض,حي الرفيعة,شرق,سكني,345 ,10 ,1600 
الرياض,شرق الرياض,حي الملك فيصل,جنوب,غير محدد,500 ,15 ,2200 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,920 ,25 ,4300 
الرياض,شرق الرياض,حي الشرق,شرق,غير محدد,270 ,15 ,1850 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,387 ,15 ,4000 
الرياض,شرق الرياض,حي الحمراء,جنوب,غير محدد,1200 ,65 ,10500 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,1200 ,20 ,3000 
الرياض,شرق الرياض,حي الرمال,شمال,سكني,387 ,15 ,1700 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,سكني أو تجاري,1628 ,30 ,2100 
الرياض,شمال الرياض,حي حطين,شمال,سكني,875 ,20 ,4200 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,1050 ,80 ,7000 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,770 ,25 ,4200 
الرياض,شرق الرياض,حي المونسية,4 شوارع,سكني,4516 ,15 ,2400 
الرياض,شرق الرياض,حي الخليج,شمال,تجاري,875 ,30 ,2100 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,276 ,12 ,4700 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,تجاري,1800 ,60 ,3900 
الرياض,شرق الرياض,حي اشبيلية,3 شوارع,سكني,8250 ,20 ,2350 
الرياض,شمال الرياض,حي المروج,4 شوارع,تجاري,2777 ,80 ,9500 
الرياض,شمال الرياض,حي النخيل,شرق,سكني,5000 ,30 ,4700 
الرياض,شمال الرياض,حي الوادي,شمال,سكني,325 ,15 ,3300 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1050 ,20 ,4700 
الرياض,شرق الرياض,حي الخليج,جنوب شرقي,غير محدد,1048 ,60 ,5500 
الرياض,شرق الرياض,حي اليرموك,جنوب,تجاري,750 ,80 ,4800 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,4000 
الرياض,شمال الرياض,حي النخيل,شمال,سكني,800 ,20 ,4000 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,375 ,15 ,3500 
الرياض,شمال الرياض,حي حطين,4 شوارع,سكني,6632 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,4000 ,40 ,788 
الرياض,شرق الرياض,حي الحمراء,شمال,تجاري,4675 ,30 ,3500 
الرياض,شرق الرياض,حي السعادة,شمال شرقي,سكني,1540 ,20 ,2000 
الرياض,غرب الرياض,حي ضاحية نمار,شرق,سكني,432 ,20 ,798 
الرياض,جنوب الرياض,حي عريض,جنوب,سكني,450 ,15 ,533 
الرياض,غرب الرياض,حي المهدية,شمال,تجاري,600 ,40 ,3333 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,سكني أو تجاري,4900 ,36 ,2700 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,غير محدد,494 ,18 ,3500 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4100 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,450 ,15 ,3000 
الرياض,شمال الرياض,حي الوادي,جنوب غربي,سكني,918 ,15 ,3159 
الرياض,شمال الرياض,حي القيروان,شمال شرقي,سكني,900 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,شرق,تجاري,2610 ,100 ,11000 
الرياض,شمال الرياض,حي السليمانية,شمال,سكني,3000 ,12 ,2600 
الرياض,شرق الرياض,حي المونسية,3 شوارع,سكني,332 ,18 ,2850 
الرياض,شمال الرياض,حي القيروان,جنوب شرقي,تجاري,3000 ,25 ,1600 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,900 ,25 ,4200 
الرياض,جنوب الرياض,حي المدينة الصناعية الجديدة,شرق,سكني أو تجاري,750 ,20 ,240 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,500 ,15 ,3800 
الرياض,شرق الرياض,حي المنار,شمال,سكني,625 ,20 ,3000 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,1456 ,20 ,4000 
الرياض,شرق الرياض,حي الملك فيصل,جنوب,غير محدد,500 ,15 ,2200 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,10000 ,20 ,2600 
الرياض,شمال الرياض,حي النرجس,شمال,تجاري,742 ,35 ,4000 
الرياض,شمال الرياض,حي الصحافة,شرق,سكني,900 ,20 ,3600 
الرياض,غرب الرياض,حي ظهرة لبن,جنوب,تجاري,625 ,30 ,2000 
الرياض,شمال الرياض,حي الصحافة,شمال شرقي,سكني,2925 ,30 ,2800 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,2900 ,18 ,3800 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,925 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,470 ,18 ,4700 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,675 ,25 ,3800 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,5820 ,20 ,2850 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,450 ,15 ,2670 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,2651 ,25 ,4800 
الرياض,شمال الرياض,حي بنبان,4 شوارع,سكني,150000 ,50 ,100 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,480 ,18 ,4600 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,582 ,15 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,600 ,15 ,2500 
الرياض,شمال الرياض,حي حطين,شمال,سكني,700 ,30 ,5900 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,1200 ,20 ,3800 
الرياض,شرق الرياض,حي الازدهار,شمال غربي,سكني,1650 ,20 ,3200 
الرياض,شمال الرياض,حي المروج,غرب,سكني,875 ,15 ,2550 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,1070 ,20 ,3200 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,5820 ,20 ,3060 
الرياض,شرق الرياض,حي الملك فيصل,جنوب,سكني أو تجاري,750 ,30 ,3000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شرق الرياض,حي اليرموك,جنوب شرقي,سكني أو تجاري,900 ,30 ,2800 
الرياض,شمال الرياض,حي العقيق,شمال,سكني,400 ,20 ,4200 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,420 ,20 ,1000 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,450 ,15 ,3500 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,1200 ,20 ,3600 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,15 ,850 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,560 ,18 ,2450 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,4200 
الرياض,شرق الرياض,حي اليرموك,جنوب شرقي,سكني,625 ,15 ,2850 
الرياض,غرب الرياض,حي طويق,جنوب شرقي,سكني,495 ,20 ,2000 
الرياض,جنوب الرياض,حي عكاظ,شرق,سكني أو تجاري,7747 ,35 ,1000 
الرياض,شرق الرياض,حي الحمراء,3 شوارع,سكني أو تجاري,6800 ,60 ,4500 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,15 ,880 
الرياض,شرق الرياض,حي النهضة,جنوب شرقي,سكني أو تجاري,3000 ,30 ,5666 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني أو تجاري,1800 ,60 ,6400 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,832 ,25 ,4800 
الرياض,شمال الرياض,حي الربيع,3 شوارع,سكني أو تجاري,2550 ,36 ,4000 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني أو تجاري,1050 ,30 ,3100 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,350 ,15 ,2600 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,500 ,15 ,882 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,739 ,18 ,4000 
الرياض,شرق الرياض,حي اليرموك,شمال غربي,سكني أو تجاري,886 ,36 ,2900 
الرياض,شمال الرياض,حي الربيع,جنوب شرقي,سكني,1323 ,12 ,3350 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني أو تجاري,16817 ,36 ,4100 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,750 ,18 ,4300 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,750 ,15 ,2400 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,750 ,20 ,980 
الرياض,جنوب الرياض,حي عكاظ,4 شوارع,سكني,13134 ,15 ,1400 
الرياض,غرب الرياض,حي المهدية,جنوب,غير محدد,450 ,15 ,1444 
الرياض,شمال الرياض,حي الصحافة,غرب,سكني,405 ,15 ,3500 
الرياض,شرق الرياض,حي اليرموك,غرب,سكني,850 ,15 ,2700 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,702 ,15 ,3600 
الرياض,شمال الرياض,حي الفلاح,شمال غربي,سكني,750 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,552 ,12 ,4500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,875 ,25 ,4200 
الرياض,غرب الرياض,حي المهدية,3 شوارع,سكني,400 ,20 ,2050 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,780 ,15 ,731 
الرياض,غرب الرياض,حي الخزامى,جنوب,سكني,800 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب غربي,سكني,625 ,20 ,1120 
الرياض,شمال الرياض,حي الملقا,جنوب,تجاري,975 ,36 ,5000 
الرياض,غرب الرياض,حي المهدية,جنوب,سكني,450 ,25 ,1222 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شرق الرياض,حي الفيحاء,شمال شرقي,تجاري,900 ,60 ,3000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,2160 ,25 ,5000 
الرياض,شرق الرياض,حي الحمراء,شمال,تجاري,4675 ,30 ,3450 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,448 ,15 ,1650 
الرياض,جنوب الرياض,حي عكاظ,جنوب,سكني,360 ,15 ,1250 
الرياض,شرق الرياض,حي المونسية,3 شوارع,سكني أو تجاري,5125 ,80 ,2400 
الرياض,غرب الرياض,حي الخزامى,غرب,سكني,675 ,30 ,4000 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,1600 ,15 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,1125 ,20 ,650 
الرياض,شمال الرياض,حي الربيع,3 شوارع,سكني,1140 ,20 ,4000 
الرياض,شمال الرياض,حي العارض,4 شوارع,تجاري,44421 ,61 ,3200 
الرياض,شمال الرياض,حي الملقا,شرق,غير محدد,875 ,20 ,4200 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,5820 ,15 ,3100 
الرياض,شرق الرياض,حي الشرق,غرب,سكني أو تجاري,900 ,30 ,400 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,غرب الرياض,حي عرقة,غرب,سكني,416 ,12 ,2285 
الرياض,شمال الرياض,حي الملك عبدالله,جنوب غربي,سكني,408 ,15 ,4415 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني أو تجاري,2867 ,36 ,3600 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,800 ,20 ,4200 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,600 ,15 ,4500 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي القيروان,غرب,سكني,450 ,20 ,3100 
الرياض,شمال الرياض,حي الغدير,3 شوارع,تجاري,4000 ,80 ,13000 
الرياض,شرق الرياض,حي الرمال,4 شوارع,غير محدد,300 ,20 ,1300 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,750 ,15 ,4500 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1015 ,20 ,4000 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,8050 ,60 ,3700 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3600 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي الملقا,4 شوارع,تجاري,27100 ,60 ,2600 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,988 ,25 ,4400 
الرياض,شرق الرياض,حي السعادة,شرق,تجاري,1750 ,30 ,1400 
الرياض,جنوب الرياض,حي عريض,شمال,سكني,425 ,15 ,485 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1575 ,20 ,3700 
الرياض,غرب الرياض,حي عرقة,شمال,سكني,693 ,16 ,2600 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,غير محدد,3900 ,18 ,4500 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,552 ,12 ,4500 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شرق الرياض,حي قرطبة,3 شوارع,تجاري,2500 ,30 ,3700 
الرياض,شمال الرياض,حي الياسمين,غرب,غير محدد,750 ,20 ,3800 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,تجاري,10000 ,60 ,6000 
الرياض,شمال الرياض,حي القيروان,شرق,سكني,390 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,غرب,تجاري,2000 ,60 ,8500 
الرياض,غرب الرياض,حي البديعة,شمال,تجاري,3200 ,30 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,900 ,15 ,3300 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,4000 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,780 ,15 ,2200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,825 ,25 ,4400 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,2000 ,60 ,4300 
الرياض,غرب الرياض,حي عرقة,جنوب,تجاري,2220 ,20 ,3550 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,744 ,21 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1200 ,25 ,3500 
الرياض,شرق الرياض,حي القادسية,4 شوارع,سكني,15685 ,20 ,1700 
الرياض,شرق الرياض,حي الشرق,شمال,سكني أو تجاري,900 ,25 ,333 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني,7240 ,15 ,3350 
الرياض,شمال الرياض,حي حطين,شرق,تجاري,3500 ,30 ,4000 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,540 ,20 ,3500 
الرياض,شرق الرياض,حي النظيم,شمال شرقي,تجاري,2800 ,36 ,2500 
الرياض,شمال الرياض,حي الغدير,شرق,سكني,999 ,20 ,4600 
الرياض,شمال الرياض,حي مركز الملك عبدالله للدراسات والبحوث,4 شوارع,سكني أو تجاري,10000000 ,100 ,550 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,919 ,20 ,3500 
الرياض,شرق الرياض,حي اليرموك,جنوب شرقي,سكني,810 ,15 ,2600 
الرياض,شرق الرياض,حي اليرموك,غرب,سكني أو تجاري,1512 ,30 ,2600 
الرياض,شرق الرياض,حي النهضة,شمال,سكني,750 ,15 ,1800 
الرياض,غرب الرياض,حي المهدية,غرب,غير محدد,707 ,20 ,1000 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,520 ,15 ,3900 
الرياض,شمال الرياض,حي حطين,شرق,سكني,700 ,28 ,3900 
الرياض,شرق الرياض,حي الملز,3 شوارع,سكني,3468 ,15 ,1800 
الرياض,وسط الرياض,حي الربوة,3 شوارع,سكني,1248 ,12 ,2900 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,387 ,15 ,4000 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شرق الرياض,حي اليرموك,شمال غربي,تجاري,886 ,30 ,3160 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,875 ,15 ,2800 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,456 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,900 ,60 ,6500 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,سكني,6000 ,36 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1015 ,20 ,4000 
الرياض,شمال الرياض,حي الورود,غرب,سكني,612 ,12 ,3200 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني,900 ,25 ,4200 
الرياض,شرق الرياض,حي الرمال,شمال,سكني,387 ,15 ,1700 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,جنوب الرياض,حي السلي,شرق,تجاري,3412 ,30 ,1500 
الرياض,شمال الرياض,حي الصحافة,شمال غربي,سكني,1800 ,15 ,3150 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,325 ,15 ,3800 
الرياض,شرق الرياض,حي الشرق,شرق,سكني,755 ,20 ,206 
الرياض,شمال الرياض,حي المحمدية,جنوب شرقي,سكني,729 ,15 ,5000 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني,1120 ,20 ,3700 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,375 ,20 ,3600 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,839 ,18 ,4700 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,3705 ,25 ,4500 
الرياض,شمال الرياض,حي الياسمين,شرق,سكني,300 ,14 ,4000 
الرياض,شمال الرياض,حي المحمدية,شرق,سكني,600 ,24 ,4900 
الرياض,غرب الرياض,حي المهدية,غرب,سكني أو تجاري,731 ,40 ,1436 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,825 ,25 ,4400 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,1200 ,15 ,2900 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,810 ,15 ,4000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني أو تجاري,27100 ,100 ,3200 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1055 ,20 ,3500 
الرياض,شمال الرياض,حي العارض,جنوب غربي,سكني,1603 ,15 ,2800 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني,900 ,15 ,2700 
الرياض,شرق الرياض,حي المونسية,جنوب غربي,تجاري,1317 ,36 ,2500 
الرياض,شرق الرياض,حي الرمال,4 شوارع,سكني أو تجاري,13095 ,30 ,1300 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,510 ,15 ,3900 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,630 ,18 ,3500 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,398 ,15 ,4150 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الصحافة,غرب,تجاري,900 ,20 ,7500 
الرياض,غرب الرياض,حي المهدية,جنوب غربي,تجاري,1050 ,30 ,1286 
الرياض,شرق الرياض,حي النسيم الغربي,غرب,تجاري,1750 ,30 ,1700 
الرياض,شرق الرياض,حي اليرموك,شرق,غير محدد,900 ,30 ,2800 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1100 ,20 ,4500 
الرياض,جنوب الرياض,حي عريض,شرق,غير محدد,495 ,15 ,606 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,437 ,18 ,4300 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,600 ,15 ,2500 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني أو تجاري,900 ,30 ,4700 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شرق الرياض,حي الحمراء,شمال,سكني,1161 ,20 ,3200 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي النرجس,شمال,تجاري,1095 ,36 ,2800 
الرياض,شرق الرياض,حي الحمراء,جنوب,سكني أو تجاري,1000 ,35 ,3000 
الرياض,شمال الرياض,حي القيروان,3 شوارع,سكني أو تجاري,1650 ,36 ,3300 
الرياض,شمال الرياض,حي الياسمين,جنوب غربي,سكني,2828 ,40 ,3600 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني أو تجاري,2500 ,30 ,4100 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1450 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,600 ,25 ,4800 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,450 ,20 ,3300 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1100 ,20 ,4500 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,4837 ,60 ,4300 
الرياض,شمال الرياض,حي الفلاح,3 شوارع,غير محدد,7200 ,20 ,4400 
الرياض,شرق الرياض,حي الجنادرية,3 شوارع,سكني,535 ,25 ,1500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,399 ,18 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1050 ,15 ,3200 
الرياض,غرب الرياض,حي الدريهمية,شمال,سكني,270 ,20 ,2407 
الرياض,جنوب الرياض,حي عكاظ,جنوب,غير محدد,450 ,15 ,1250 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,929 ,15 ,4300 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
