mainlocation,sublocation,neighborhood,frontage,purpose,size,streetwidth,pricepermeter
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,9100 ,غير محدد,4000 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,552 ,12 ,4500 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,308 ,15 ,2600 
الرياض,شمال الرياض,حي العارض,جنوب,غير محدد,420 ,15 ,2000 
الرياض,شمال الرياض,حي القيروان,شمال,تجاري,3240 ,30 ,3600 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,455 ,20 ,989 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,883 ,20 ,2200 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,360 ,20 ,833 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,1200 ,15 ,2900 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,5 ,2900 
الرياض,شمال الرياض,حي الملقا,3 شوارع,تجاري,7500 ,80 ,9000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,770 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,737 ,15 ,4200 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,700 ,30 ,5000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,832 ,25 ,4800 
الرياض,شمال الرياض,حي الصحافة,شرق,سكني,375 ,28 ,3600 
الرياض,شمال الرياض,حي العارض,شرق,سكني أو تجاري,660 ,30 ,1970 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1700 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1620 ,28 ,4000 
الرياض,شمال الرياض,حي الوادي,شمال,سكني,1856 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,1638 ,20 ,3500 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,811 ,15 ,2800 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,750 ,18 ,4100 
الرياض,شمال الرياض,حي العارض,شرق,سكني,600 ,20 ,2800 
الرياض,شمال الرياض,حي السليمانية,جنوب,سكني,3000 ,12 ,3000 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,تجاري,6804 ,80 ,8000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,8400 ,20 ,3300 
الرياض,شمال الرياض,حي العارض,جنوب غربي,تجاري,3200 ,80 ,8500 
الرياض,شمال الرياض,حي الواحة,شمال,غير محدد,18500 ,50 ,1900 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,744 ,18 ,4400 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,1050 ,80 ,7000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,262 ,15 ,3600 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,15 ,400 
الرياض,شمال الرياض,حي الندى,شمال,سكني,420 ,15 ,3900 
الرياض,شمال الرياض,حي المحمدية,شمال غربي,سكني,494 ,12 ,4000 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,20000 ,25 ,4200 
الرياض,شمال الرياض,حي الملقا,جنوب,غير محدد,900 ,25 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1020 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,810 ,18 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1089 ,15 ,3800 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,384 ,15 ,4150 
الرياض,شمال الرياض,حي الملقا,جنوب,تجاري,600 ,36 ,20000 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,520 ,10 ,2900 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,تجاري,2522 ,36 ,4000 
الرياض,شمال الرياض,حي العليا,شمال غربي,سكني,580 ,12 ,3400 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,800 ,20 ,4300 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,600 ,20 ,4200 
الرياض,شمال الرياض,حي العقيق,شمال,سكني,3840 ,20 ,3300 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,910 ,15 ,880 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,819 ,15 ,770 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,800 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2024 ,20 ,3000 
الرياض,شمال الرياض,حي الملك عبدالله,شمال,سكني,625 ,15 ,3520 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,525 ,15 ,4000 
الرياض,شمال الرياض,حي الربيع,شمال شرقي,سكني,676 ,15 ,3698 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3780 ,15 ,4300 
الرياض,شمال الرياض,حي النخيل,شرق,سكني,1125 ,25 ,3500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,390 ,15 ,2400 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,4000 
الرياض,شمال الرياض,حي القيروان,شمال,تجاري,900 ,80 ,9500 
الرياض,شمال الرياض,حي حطين,شمال غربي,غير محدد,1700 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,978 ,25 ,4300 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,900 ,20 ,3600 
الرياض,شمال الرياض,حي القيروان,شمال,سكني,600 ,20 ,3400 
الرياض,شمال الرياض,حي القيروان,شمال,سكني أو تجاري,1535 ,30 ,3200 
الرياض,شمال الرياض,حي حطين,شمال,سكني,469 ,15 ,3950 
الرياض,شمال الرياض,حي المرسلات,جنوب شرقي,تجاري,1925 ,60 ,6500 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,2100 ,30 ,6000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,726 ,15 ,4000 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,1200 ,15 ,2600 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,538 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,540 ,15 ,2350 
الرياض,شمال الرياض,حي النرجس,جنوب,غير محدد,875 ,15 ,3200 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,2250 ,15 ,3100 
الرياض,شمال الرياض,حي العارض,شرق,سكني,810 ,15 ,2000 
الرياض,شمال الرياض,حي حطين,شرق,سكني,2587 ,60 ,3500 
الرياض,شمال الرياض,حي العليا,3 شوارع,سكني,2984 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني أو تجاري,12600 ,30 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,832 ,20 ,4800 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,420 ,15 ,2500 
الرياض,شمال الرياض,حي الربيع,3 شوارع,سكني أو تجاري,2550 ,36 ,4000 
الرياض,شمال الرياض,حي الربيع,3 شوارع,سكني,1140 ,20 ,4000 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,375 ,15 ,4200 
الرياض,شمال الرياض,حي الياسمين,شمال غربي,سكني,840 ,15 ,4000 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,2083 ,20 ,2650 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,600 ,30 ,1000 
الرياض,شمال الرياض,حي حطين,شمال,سكني,750 ,15 ,4000 
الرياض,شمال الرياض,حي الوادي,3 شوارع,سكني أو تجاري,7818 ,100 ,11500 
الرياض,شمال الرياض,حي الياسمين,شمال,غير محدد,875 ,15 ,2750 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,390 ,20 ,770 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,700 ,25 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,600 ,15 ,2500 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,562 ,20 ,1032 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1089 ,15 ,3800 
الرياض,شمال الرياض,حي بنبان,شمال شرقي,سكني,510 ,15 ,883 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,650 ,15 ,2350 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,500 ,21 ,3700 
الرياض,شمال الرياض,حي بنبان,3 شوارع,سكني,2114 ,20 ,760 
الرياض,شمال الرياض,حي القيروان,شمال شرقي,تجاري,43500 ,30 ,700 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1930 ,25 ,4050 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1700 ,20 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1188 ,25 ,4800 
الرياض,شمال الرياض,حي العارض,شرق,سكني,504 ,15 ,2500 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,572 ,15 ,2150 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني أو تجاري,5110 ,60 ,6500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,480 ,20 ,2300 
الرياض,شمال الرياض,حي القيروان,شمال شرقي,سكني أو تجاري,1800 ,80 ,2530 
الرياض,شمال الرياض,حي العارض,شمال,سكني,1200 ,15 ,2000 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,1400 ,15 ,2500 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,810 ,15 ,3000 
الرياض,شمال الرياض,حي الصحافة,جنوب شرقي,سكني,625 ,12 ,3200 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4300 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,625 ,20 ,3250 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,446 ,15 ,4100 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,350 ,15 ,3200 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,600 ,15 ,2500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1500 ,15 ,3100 
الرياض,شمال الرياض,حي النخيل,شمال,سكني,800 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,375 ,15 ,2850 
الرياض,شمال الرياض,حي العارض,3 شوارع,تجاري,2141 ,60 ,4500 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,تجاري,4000 ,80 ,12000 
الرياض,شمال الرياض,حي النزهة,شمال غربي,سكني أو تجاري,1393 ,30 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,360 ,15 ,2500 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,15 ,2450 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,450 ,15 ,2700 
الرياض,شمال الرياض,حي الرحمانية,3 شوارع,سكني,540 ,12 ,3500 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,20 ,720 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,525 ,15 ,4500 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني,600 ,20 ,3800 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1060 ,30 ,4800 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,375 ,20 ,3900 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,543 ,15 ,3000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8550 ,غير محدد,818 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,1500 ,15 ,900 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,807 ,15 ,4400 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,1284 ,60 ,4500 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1800 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1080 ,25 ,3700 
الرياض,شمال الرياض,حي النرجس,4 شوارع,تجاري,12600 ,35 ,4200 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,675 ,15 ,3500 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,1456 ,20 ,4200 
الرياض,شمال الرياض,حي الياسمين,جنوب غربي,سكني,1380 ,15 ,3800 
الرياض,شمال الرياض,حي الورود,غرب,سكني,910 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,800 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,15 ,4500 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,390 ,15 ,3700 
الرياض,شمال الرياض,حي بنبان,3 شوارع,سكني,1606 ,20 ,622 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4300 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني أو تجاري,4328 ,80 ,2808 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,440 ,15 ,2700 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,765 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,780 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,880 ,20 ,4500 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,20 ,840 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,722 ,15 ,4500 
الرياض,شمال الرياض,حي الياسمين,جنوب,غير محدد,400 ,15 ,3600 
الرياض,شمال الرياض,حي الغدير,غرب,سكني,750 ,20 ,4500 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,553000 ,غير محدد,150 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني أو تجاري,2877 ,36 ,4000 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,637 ,20 ,3400 
الرياض,شمال الرياض,حي النرجس,غرب,غير محدد,450 ,20 ,3350 
الرياض,شمال الرياض,حي العارض,غرب,سكني,600 ,15 ,2800 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,375 ,15 ,880 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,سكني أو تجاري,4300 ,60 ,3500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,450 ,25 ,4200 
الرياض,شمال الرياض,حي جامعة الأميرة نورة,4 شوارع,تجاري,10000000 ,غير محدد,500 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,غير محدد,1350 ,غير محدد,4000 
الرياض,شمال الرياض,حي الياسمين,شرق,سكني,300 ,15 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,تجاري,1225 ,60 ,4000 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,تجاري,2001 ,60 ,10000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,15 ,750 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,500 ,15 ,2600 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,1500 ,35 ,2000 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني أو تجاري,2200 ,30 ,3800 
الرياض,شمال الرياض,حي حطين,شمال,سكني,900 ,20 ,4000 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,600 ,28 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,غير محدد,540 ,15 ,3500 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,750 ,20 ,706 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,300 ,20 ,2400 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,2900 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال,غير محدد,2760 ,20 ,4300 
الرياض,شمال الرياض,حي حطين,شمال,سكني,1925 ,30 ,6500 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,390 ,17 ,4000 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,غير محدد,437 ,15 ,2700 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,6540 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,875 ,18 ,3400 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,15 ,800 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,500 ,20 ,2600 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني,10500 ,غير محدد,3600 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,500 ,20 ,2700 
الرياض,شمال الرياض,حي الملقا,جنوب,غير محدد,800 ,20 ,4300 
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,902 ,15 ,5500 
الرياض,شمال الرياض,حي النرجس,شمال,غير محدد,1050 ,80 ,8000 
الرياض,شمال الرياض,حي الورود,جنوب,غير محدد,900 ,25 ,17777 
الرياض,شمال الرياض,حي القيروان,جنوب غربي,سكني,665 ,20 ,3650 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,765 ,15 ,3950 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,540 ,18 ,3300 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,437 ,25 ,828 
الرياض,شمال الرياض,حي الصحافة,غرب,غير محدد,4000 ,100 ,12000 
الرياض,شمال الرياض,حي النخيل,جنوب غربي,سكني,1617 ,30 ,4500 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,سكني,1263 ,18 ,2600 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,420 ,20 ,2500 
الرياض,شمال الرياض,حي العارض,شرق,سكني,600 ,20 ,2500 
الرياض,شمال الرياض,حي حطين,غرب,سكني,674 ,28 ,4500 
الرياض,شمال الرياض,حي العارض,شرق,سكني,877 ,15 ,2400 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4350 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,1200 ,15 ,2918 
الرياض,شمال الرياض,حي بنبان,جنوب غربي,سكني,750 ,20 ,840 
الرياض,شمال الرياض,حي المصيف,4 شوارع,تجاري,6000 ,100 ,7000 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4300 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,750 ,15 ,720 
الرياض,شمال الرياض,حي الصحافة,جنوب,تجاري,900 ,60 ,6100 
الرياض,شمال الرياض,حي العارض,شمال غربي,سكني,650 ,20 ,2350 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,15 ,2600 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,750 ,20 ,600 
الرياض,شمال الرياض,حي العارض,جنوب غربي,سكني,1603 ,15 ,2800 
الرياض,شمال الرياض,حي الفلاح,شمال شرقي,سكني,300 ,20 ,4250 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,917 ,15 ,3100 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,750 ,15 ,2800 
الرياض,شمال الرياض,حي العارض,شمال,سكني,572 ,15 ,2500 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,625 ,20 ,3500 
الرياض,شمال الرياض,حي الملقا,شرق,تجاري,2611 ,100 ,11000 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني أو تجاري,5110 ,60 ,7600 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1100 ,20 ,4300 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,456 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,375 ,20 ,3600 
الرياض,شمال الرياض,حي النرجس,غرب,تجاري,900 ,80 ,5900 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,910 ,20 ,2300 
الرياض,شمال الرياض,حي العارض,شمال شرقي,تجاري,2560 ,30 ,2500 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,525 ,30 ,3000 
الرياض,شمال الرياض,حي بنبان,شمال غربي,غير محدد,1174 ,20 ,750 
الرياض,شمال الرياض,حي بنبان,غرب,غير محدد,396 ,20 ,1388 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,1070 ,20 ,3200 
الرياض,شمال الرياض,حي حطين,شرق,غير محدد,469 ,15 ,3700 
الرياض,شمال الرياض,حي العارض,غرب,سكني,700 ,25 ,2500 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,982 ,20 ,3800 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,7555 ,35 ,926 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني أو تجاري,13173 ,36 ,4000 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,660 ,15 ,1500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,3800 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,875 ,15 ,3000 
الرياض,شمال الرياض,حي المصيف,جنوب غربي,سكني أو تجاري,945 ,35 ,3800 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني أو تجاري,900 ,25 ,4200 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,20 ,875 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,400 ,20 ,4500 
الرياض,شمال الرياض,حي الندى,شرق,غير محدد,625 ,15 ,3800 
الرياض,شمال الرياض,حي الندى,غرب,سكني,387 ,15 ,3800 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,4100 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,تجاري,900 ,80 ,6000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,750 ,15 ,3700 
الرياض,شمال الرياض,حي الوادي,شمال,سكني,608 ,15 ,3200 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,525 ,15 ,3200 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني أو تجاري,3360 ,60 ,5000 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,375 ,15 ,3600 
الرياض,شمال الرياض,حي حطين,4 شوارع,سكني أو تجاري,42900 ,36 ,6500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,450 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,312 ,15 ,3000 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,غير محدد,17000 ,35 ,4000 
الرياض,شمال الرياض,حي النرجس,4 شوارع,تجاري,3900 ,35 ,3200 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني أو تجاري,2700 ,35 ,44000 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,سكني,8480 ,غير محدد,3500 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,14700 ,25 ,4300 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,595 ,15 ,740 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,625 ,25 ,720 
الرياض,شمال الرياض,حي النخيل,3 شوارع,سكني,5200 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني أو تجاري,6600 ,25 ,2700 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,835 ,15 ,4000 
الرياض,شمال الرياض,حي المغرزات,جنوب شرقي,تجاري,1800 ,36 ,5300 
الرياض,شمال الرياض,حي الفلاح,شمال شرقي,سكني,1000 ,20 ,3500 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني أو تجاري,2340 ,80 ,9000 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,450 ,15 ,3150 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني أو تجاري,900 ,25 ,4200 
الرياض,شمال الرياض,حي الندى,شمال,سكني,840 ,15 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1050 ,20 ,2500 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,870 ,15 ,3000 
الرياض,شمال الرياض,حي القيروان,شمال,غير محدد,2800 ,60 ,3200 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,875 ,25 ,4300 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,437 ,25 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,543 ,15 ,3100 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,3500 ,25 ,5000 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,660 ,15 ,1500 
الرياض,شمال الرياض,حي القيروان,جنوب,تجاري,900 ,30 ,3500 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6600 ,25 ,4000 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,900 ,21 ,3700 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,18 ,4400 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,18 ,4500 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,375 ,15 ,800 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,748 ,15 ,3400 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,375 ,15 ,900 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,384 ,15 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,960 ,20 ,4200 
الرياض,شمال الرياض,حي القيروان,شمال,سكني,450 ,20 ,3000 
الرياض,شمال الرياض,حي النخيل,شمال,سكني,800 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,543 ,15 ,3300 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,810 ,15 ,2900 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,1050 ,15 ,2200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,800 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2120 ,15 ,3500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,400 ,15 ,2750 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,400 ,15 ,4350 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,420 ,15 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,780 ,18 ,4500 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3650 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,814 ,20 ,750 
الرياض,شمال الرياض,حي الصحافة,شرق,سكني,900 ,20 ,3700 
الرياض,شمال الرياض,حي الصحافة,جنوب,تجاري,5040 ,60 ,7500 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,1200 ,20 ,3750 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,1575 ,15 ,4200 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3500 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,562 ,20 ,3500 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,750 ,20 ,935 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3700 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1500 ,20 ,4300 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3600 
الرياض,شمال الرياض,حي العارض,غرب,تجاري,3000 ,60 ,4500 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,817 ,15 ,750 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,909 ,20 ,2900 
الرياض,شمال الرياض,حي النفل,شرق,سكني,581 ,20 ,4200 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,468 ,15 ,770 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,510 ,15 ,3925 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,750 ,20 ,3900 
الرياض,شمال الرياض,حي الفلاح,غرب,تجاري,1200 ,36 ,5000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,385 ,15 ,4200 
